"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute",,,,"User:","root"
"Cmdline:","dstat -cm --output mem_cpu_unikernel_full 1 50",,,,"Date:","21 Feb 2016 03:32:11 BRT"

"total cpu usage",,,,,,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free"
5.647,1.332,92.354,0.666,0.0,0.0,5247299584.0,472592384.0,6377353216.0,1.23059286016e+11
5.519,1.269,92.515,0.666,0.0,0.032,5247676416.0,472592384.0,6377508864.0,1.23058753536e+11
6.977,3.013,89.217,0.793,0.0,0.0,5254557696.0,472608768.0,6377517056.0,1.2305184768e+11
7.184,2.734,89.352,0.731,0.0,0.0,5250412544.0,472608768.0,6377517056.0,1.23055992832e+11
7.199,3.330,88.804,0.666,0.0,0.0,5249798144.0,472608768.0,6377488384.0,1.23056635904e+11
6.838,2.704,89.440,1.018,0.0,0.0,5255909376.0,472608768.0,6377603072.0,1.23050409984e+11
7.154,3.261,88.826,0.728,0.0,0.032,5253947392.0,472616960.0,6377742336.0,1.23052224512e+11
7.444,2.376,89.515,0.665,0.0,0.0,5255258112.0,472616960.0,6377664512.0,1.23050991616e+11
7.411,2.481,89.440,0.668,0.0,0.0,5254017024.0,472616960.0,6377775104.0,1.23052122112e+11
7.377,2.385,89.571,0.668,0.0,0.0,5255536640.0,472616960.0,6377787392.0,1.23050590208e+11
7.059,2.798,89.412,0.731,0.0,0.0,5257883648.0,472616960.0,6377713664.0,1.23048316928e+11
7.563,2.880,88.797,0.759,0.0,0.0,5251289088.0,472616960.0,6377623552.0,1.230550016e+11
7.277,2.351,89.641,0.731,0.0,0.0,5257076736.0,472616960.0,6377779200.0,1.23049058304e+11
6.635,2.317,90.349,0.698,0.0,0.0,5253255168.0,472625152.0,6377828352.0,1.23052822528e+11
5.498,1.327,92.512,0.664,0.0,0.0,5252349952.0,472625152.0,6377844736.0,1.2305371136e+11
5.408,1.075,92.631,0.854,0.0,0.032,5251764224.0,472625152.0,6377816064.0,1.2305432576e+11
5.545,1.512,92.187,0.756,0.0,0.0,5249257472.0,472625152.0,6377828352.0,1.23056820224e+11
5.185,1.170,92.855,0.759,0.0,0.032,5247963136.0,472625152.0,6377832448.0,1.23058110464e+11
5.265,1.173,92.896,0.666,0.0,0.0,5247205376.0,472629248.0,6377865216.0,1.2305883136e+11
6.339,1.521,91.442,0.697,0.0,0.0,5252505600.0,472629248.0,6377869312.0,1.2305352704e+11
7.861,1.933,89.540,0.634,0.0,0.032,5249712128.0,472629248.0,6377869312.0,1.23056320512e+11
7.166,2.484,89.713,0.637,0.0,0.0,5251096576.0,472629248.0,6377836544.0,1.23054968832e+11
7.453,2.379,89.565,0.571,0.0,0.032,5256785920.0,472633344.0,6377803776.0,1.2304930816e+11
7.405,2.753,89.272,0.570,0.0,0.0,5257293824.0,472637440.0,6377848832.0,1.23048751104e+11
7.641,2.568,89.062,0.729,0.0,0.0,5254692864.0,472637440.0,6377897984.0,1.23051302912e+11
8.542,3.938,86.885,0.603,0.0,0.032,5255819264.0,472637440.0,6377955328.0,1.23050119168e+11
10.833,2.597,85.841,0.729,0.0,0.0,5251932160.0,472637440.0,6377906176.0,1.23054055424e+11
8.381,2.032,88.921,0.667,0.0,0.0,5257560064.0,472637440.0,6377926656.0,1.2304840704e+11
8.093,2.539,88.036,1.333,0.0,0.0,5254639616.0,472645632.0,6378250240.0,1.23050995712e+11
7.483,2.885,88.871,0.761,0.0,0.0,5254868992.0,472645632.0,6378106880.0,1.23050909696e+11
7.768,2.378,89.157,0.666,0.0,0.032,5257363456.0,472645632.0,6378127360.0,1.23048394752e+11
7.700,2.545,89.055,0.700,0.0,0.0,5255163904.0,472645632.0,6378098688.0,1.23050622976e+11
7.975,2.405,88.861,0.728,0.0,0.032,5252771840.0,472645632.0,6378131456.0,1.23052982272e+11
7.487,2.665,89.181,0.666,0.0,0.0,5255532544.0,472645632.0,6378135552.0,1.23050217472e+11
7.512,2.504,89.382,0.602,0.0,0.0,5253046272.0,472645632.0,6378192896.0,1.230526464e+11
7.629,2.627,89.174,0.570,0.0,0.0,5253529600.0,472645632.0,6378151936.0,1.23052204032e+11
7.422,2.728,89.217,0.603,0.0,0.032,5253873664.0,472645632.0,6378188800.0,1.23051823104e+11
7.358,2.728,89.343,0.571,0.0,0.0,5254684672.0,472645632.0,6378229760.0,1.23050971136e+11
7.861,3.360,88.146,0.634,0.0,0.0,5257248768.0,472645632.0,6378246144.0,1.23048390656e+11
9.876,4.141,85.346,0.573,0.0,0.064,5253193728.0,472645632.0,6378274816.0,1.23052417024e+11
8.275,2.514,88.542,0.637,0.0,0.032,5254688768.0,472645632.0,6378409984.0,1.23050786816e+11
7.259,2.515,89.557,0.669,0.0,0.0,5255442432.0,472645632.0,6378516480.0,1.23049926656e+11
7.582,2.982,88.896,0.539,0.0,0.0,5249949696.0,472645632.0,6378479616.0,1.23055456256e+11
7.592,3.399,88.469,0.540,0.0,0.0,5252116480.0,472645632.0,6379008000.0,1.23052761088e+11
7.016,3.761,88.622,0.601,0.0,0.0,5253251072.0,472739840.0,6380331008.0,1.2305020928e+11
6.652,3.246,89.497,0.605,0.0,0.0,5251452928.0,472817664.0,6381281280.0,1.23050979328e+11
6.286,2.571,90.317,0.825,0.0,0.0,5249363968.0,472854528.0,6381830144.0,1.2305248256e+11
5.931,1.554,91.722,0.793,0.0,0.0,5255516160.0,472854528.0,6381830144.0,1.23046330368e+11
7.120,2.543,89.415,0.922,0.0,0.0,5257261056.0,472858624.0,6381834240.0,1.2304457728e+11
7.177,2.763,89.457,0.603,0.0,0.0,5255831552.0,472858624.0,6381805568.0,1.23046035456e+11
7.202,2.982,89.245,0.571,0.0,0.0,5254770688.0,472862720.0,6381912064.0,1.23046985728e+11
7.097,3.183,89.179,0.541,0.0,0.0,5260652544.0,472866816.0,6382100480.0,1.2304091136e+11
7.333,2.794,89.175,0.698,0.0,0.0,5259431936.0,472870912.0,6382116864.0,1.23042111488e+11
7.331,2.825,89.115,0.698,0.0,0.032,5255544832.0,472870912.0,6382116864.0,1.23045998592e+11
6.984,3.746,88.603,0.635,0.0,0.032,5257277440.0,472870912.0,6382342144.0,1.23044040704e+11
6.535,3.475,89.449,0.542,0.0,0.0,5255176192.0,472997888.0,6382784512.0,1.23045572608e+11
10.793,3.407,85.132,0.637,0.0,0.032,5282054144.0,473006080.0,6383620096.0,1.2301785088e+11
14.708,3.145,81.480,0.667,0.0,0.0,5270552576.0,473014272.0,6383923200.0,1.23029041152e+11
15.885,3.551,79.645,0.888,0.0,0.032,5270208512.0,473014272.0,6384680960.0,1.23028627456e+11
11.817,2.637,84.911,0.635,0.0,0.0,5259964416.0,473014272.0,6384979968.0,1.23038572544e+11
16.094,3.340,79.930,0.636,0.0,0.0,5279416320.0,473014272.0,6385594368.0,1.2301850624e+11
15.963,3.745,79.752,0.540,0.0,0.0,5272166400.0,473014272.0,6386065408.0,1.2302528512e+11
15.647,3.633,80.115,0.605,0.0,0.0,5275000832.0,473014272.0,6386188288.0,1.23022327808e+11
14.780,3.394,81.034,0.793,0.0,0.0,5259841536.0,473018368.0,6387642368.0,1.23036028928e+11
12.644,5.140,81.513,0.670,0.0,0.032,5284696064.0,473026560.0,6388457472.0,1.23010351104e+11
12.162,3.852,83.381,0.605,0.0,0.0,5284470784.0,473030656.0,6390505472.0,1.23008524288e+11
16.202,3.361,79.708,0.698,0.0,0.032,5279981568.0,473030656.0,6391255040.0,1.23012263936e+11
15.683,4.127,79.492,0.667,0.0,0.032,5263687680.0,473034752.0,6393749504.0,1.23026059264e+11
12.734,3.144,83.423,0.667,0.0,0.032,5274075136.0,473034752.0,6395617280.0,1.23013804032e+11
13.612,2.311,83.444,0.633,0.0,0.0,5296914432.0,473034752.0,6396002304.0,1.22990579712e+11
13.397,1.927,83.602,1.074,0.0,0.0,5305196544.0,473038848.0,6397075456.0,1.22981220352e+11
7.486,1.421,89.987,1.105,0.0,0.0,5278572544.0,473042944.0,6397616128.0,1.23007299584e+11
8.425,1.925,88.798,0.852,0.0,0.0,5267578880.0,473042944.0,6398218240.0,1.23017691136e+11
8.391,1.362,89.519,0.728,0.0,0.0,5269745664.0,473047040.0,6398107648.0,1.23015630848e+11
10.203,2.257,86.904,0.636,0.0,0.0,5264404480.0,473047040.0,6399180800.0,1.2301989888e+11
11.647,1.492,86.163,0.698,0.0,0.0,5282836480.0,473047040.0,6400483328.0,1.23000164352e+11
10.269,1.933,87.163,0.634,0.0,0.0,5263441920.0,473051136.0,6400036864.0,1.2302000128e+11
15.858,2.157,81.319,0.666,0.0,0.0,5290160128.0,473055232.0,6400495616.0,1.22992820224e+11
12.377,2.190,84.608,0.825,0.0,0.0,5274554368.0,473055232.0,6401372160.0,1.2300754944e+11
13.439,2.060,83.803,0.666,0.0,0.032,5293907968.0,473059328.0,6402035712.0,1.22987528192e+11
12.951,2.502,83.946,0.602,0.0,0.0,5289467904.0,473059328.0,6402449408.0,1.2299155456e+11
16.883,3.041,79.316,0.729,0.0,0.032,5287190528.0,473059328.0,6403588096.0,1.22992693248e+11
16.577,2.985,79.835,0.603,0.0,0.0,5303324672.0,473059328.0,6403690496.0,1.22976456704e+11
14.322,5.577,79.404,0.697,0.0,0.0,5287841792.0,473067520.0,6407749632.0,1.22987872256e+11
14.299,3.400,81.665,0.636,0.0,0.0,5266165760.0,473067520.0,6410657792.0,1.23006640128e+11
15.250,3.393,80.723,0.634,0.0,0.0,5281984512.0,473067520.0,6411014144.0,1.22990465024e+11
12.635,5.474,81.318,0.573,0.0,0.0,5261119488.0,473075712.0,6411886592.0,1.23010449408e+11
11.495,2.153,85.719,0.602,0.0,0.032,5273255936.0,473079808.0,6413238272.0,1.22996957184e+11
16.478,1.764,80.781,0.977,0.0,0.0,5451907072.0,473083904.0,6413754368.0,1.22817785856e+11
16.292,2.025,81.019,0.664,0.0,0.0,5471809536.0,473083904.0,6416121856.0,1.22795515904e+11
15.172,2.046,81.398,1.385,0.0,0.0,5410910208.0,473083904.0,6416130048.0,1.2285640704e+11
15.901,1.606,81.360,1.102,0.0,0.031,5428727808.0,473083904.0,6417723392.0,1.22836996096e+11
14.732,1.767,82.208,1.293,0.0,0.0,5411155968.0,473083904.0,6417334272.0,1.22854957056e+11
15.027,1.603,82.081,1.289,0.0,0.0,5507162112.0,473083904.0,6417571840.0,1.22758713344e+11
15.193,1.667,81.850,1.290,0.0,0.0,5421764608.0,473083904.0,6421192704.0,1.22840489984e+11
15.728,1.762,81.504,1.007,0.0,0.0,5451460608.0,473083904.0,6420873216.0,1.22811113472e+11
15.823,2.152,81.297,0.728,0.0,0.0,5408296960.0,473083904.0,6421135360.0,1.22854014976e+11
15.776,1.865,81.284,1.075,0.0,0.0,5420089344.0,473083904.0,6421467136.0,1.22841890816e+11
14.398,2.048,82.199,1.355,0.0,0.0,5377007616.0,473083904.0,6421987328.0,1.22884452352e+11
16.856,2.683,79.798,0.663,0.0,0.0,5369053184.0,473083904.0,6422319104.0,1.22892075008e+11
18.288,2.337,78.111,1.232,0.0,0.032,5424709632.0,473083904.0,6422437888.0,1.22836299776e+11
16.350,2.340,80.329,0.980,0.0,0.0,5358309376.0,473083904.0,6423687168.0,1.22901450752e+11
15.858,2.018,81.053,1.072,0.0,0.0,5395378176.0,473083904.0,6423678976.0,1.22864390144e+11
9.839,2.120,87.061,0.981,0.0,0.0,5292945408.0,473083904.0,6424317952.0,1.22966183936e+11
12.103,3.907,83.418,0.572,0.0,0.0,5280661504.0,473092096.0,6430220288.0,1.22972557312e+11
14.808,5.434,79.218,0.508,0.0,0.032,5297627136.0,473092096.0,6430654464.0,1.22955157504e+11
13.547,5.964,79.854,0.635,0.0,0.0,5280911360.0,473100288.0,6430990336.0,1.22971529216e+11
14.426,5.879,79.091,0.604,0.0,0.0,5266853888.0,473104384.0,6431281152.0,1.22985291776e+11
14.245,5.755,79.110,0.890,0.0,0.0,5286334464.0,473116672.0,6431547392.0,1.22965532672e+11
14.976,5.215,79.141,0.668,0.0,0.0,5293809664.0,473120768.0,6431698944.0,1.22957901824e+11
14.885,5.471,79.071,0.573,0.0,0.0,5272576000.0,473124864.0,6432010240.0,1.22978820096e+11
14.045,6.242,79.140,0.573,0.0,0.0,5286277120.0,473133056.0,6432268288.0,1.22964852736e+11
14.094,5.944,79.418,0.543,0.0,0.0,5278412800.0,473149440.0,6432456704.0,1.22972512256e+11
14.113,6.325,78.735,0.826,0.0,0.0,5287378944.0,473161728.0,6432735232.0,1.22963255296e+11
14.998,5.370,78.932,0.667,0.0,0.032,5293551616.0,473169920.0,6432915456.0,1.22956894208e+11
14.730,5.619,79.048,0.603,0.0,0.0,5301293056.0,473178112.0,6433181696.0,1.22948878336e+11
15.033,4.662,79.385,0.920,0.0,0.0,5287936000.0,473182208.0,6433660928.0,1.22961752064e+11
9.949,3.707,85.646,0.665,0.0,0.032,5264277504.0,473186304.0,6434033664.0,1.22985033728e+11
7.104,3.901,88.455,0.539,0.0,0.0,5264551936.0,473190400.0,6434840576.0,1.22983948288e+11
15.136,3.262,80.937,0.665,0.0,0.0,5288599552.0,473198592.0,6435405824.0,1.22959327232e+11
13.475,5.358,80.438,0.698,0.0,0.032,5265215488.0,473206784.0,6436118528.0,1.229819904e+11
11.122,3.707,84.569,0.602,0.0,0.0,5291483136.0,473219072.0,6437847040.0,1.22953981952e+11
7.483,2.179,89.548,0.789,0.0,0.0,5267861504.0,473231360.0,6438924288.0,1.22976514048e+11
6.048,1.583,91.102,1.267,0.0,0.0,5275680768.0,473411584.0,6475350016.0,1.22932088832e+11
7.617,2.434,89.064,0.853,0.0,0.032,5373607936.0,473415680.0,6475415552.0,1.22834092032e+11
7.007,2.251,89.981,0.761,0.0,0.0,5274476544.0,473423872.0,6475464704.0,1.2293316608e+11
7.075,1.935,90.324,0.635,0.0,0.032,5256269824.0,473423872.0,6482051072.0,1.22944786432e+11
7.972,1.740,89.465,0.823,0.0,0.0,5278920704.0,473423872.0,6482755584.0,1.2292143104e+11
7.605,1.325,89.618,1.452,0.0,0.0,5353873408.0,473432064.0,6482784256.0,1.22846441472e+11
6.568,1.042,91.885,0.505,0.0,0.0,4802985984.0,473432064.0,6482792448.0,1.23397320704e+11
5.749,0.758,93.462,0.0,0.0,0.032,4474339328.0,473432064.0,6482788352.0,1.23725971456e+11
5.648,0.694,93.626,0.032,0.0,0.0,4295278592.0,473432064.0,6482767872.0,1.23905052672e+11
4.997,0.629,94.375,0.0,0.0,0.0,3242815488.0,473432064.0,6481350656.0,1.24958932992e+11
3.902,0.472,95.626,0.0,0.0,0.0,3039686656.0,473432064.0,6481424384.0,1.25161988096e+11
4.015,0.251,95.734,0.0,0.0,0.0,2928807936.0,473432064.0,6480629760.0,1.2527366144e+11
2.346,0.407,97.216,0.0,0.0,0.031,2595446784.0,473432064.0,6479974400.0,1.25607677952e+11
3.640,0.659,95.670,0.0,0.0,0.031,2589614080.0,473432064.0,6476115968.0,1.25617369088e+11
0.375,0.094,99.531,0.0,0.0,0.0,2589544448.0,473432064.0,6476234752.0,1.25617319936e+11
0.094,0.094,99.812,0.0,0.0,0.0,2589327360.0,473440256.0,6476242944.0,1.2561752064e+11
0.281,0.187,99.531,0.0,0.0,0.0,2588921856.0,473440256.0,6476365824.0,1.25617803264e+11
0.125,0.063,99.812,0.0,0.0,0.0,2587652096.0,473440256.0,6476369920.0,1.25619068928e+11
0.094,0.063,99.812,0.031,0.0,0.0,2586624000.0,473440256.0,6476369920.0,1.25620097024e+11
0.031,0.031,99.937,0.0,0.0,0.0,2585698304.0,473440256.0,6476369920.0,1.2562102272e+11
0.063,0.031,99.906,0.0,0.0,0.0,2585264128.0,473440256.0,6476374016.0,1.256214528e+11
0.094,0.094,99.812,0.0,0.0,0.0,2585403392.0,473444352.0,6476365824.0,1.25621317632e+11
0.251,0.031,99.718,0.0,0.0,0.0,2585862144.0,473444352.0,6476369920.0,1.25620854784e+11
0.313,0.125,99.531,0.0,0.0,0.031,2585190400.0,473444352.0,6476369920.0,1.25621526528e+11
0.281,0.125,99.562,0.0,0.0,0.031,2584948736.0,473444352.0,6476369920.0,1.25621768192e+11
2.698,0.439,96.863,0.0,0.0,0.0,2585264128.0,473444352.0,6476402688.0,1.25621420032e+11
0.407,0.094,99.499,0.0,0.0,0.0,2585055232.0,473444352.0,6476439552.0,1.25621592064e+11
0.594,0.156,99.250,0.0,0.0,0.0,2584240128.0,473444352.0,6476455936.0,1.25622390784e+11
0.313,0.250,99.437,0.0,0.0,0.0,2583437312.0,473444352.0,6476464128.0,1.25623185408e+11
0.094,0.063,99.844,0.0,0.0,0.0,2582872064.0,473444352.0,6476472320.0,1.25623742464e+11
0.219,0.094,99.688,0.0,0.0,0.0,2582253568.0,473444352.0,6476476416.0,1.25624356864e+11
0.219,0.125,99.656,0.0,0.0,0.0,2581770240.0,473444352.0,6476476416.0,1.25624840192e+11
0.125,0.094,99.781,0.0,0.0,0.0,2581213184.0,473444352.0,6476476416.0,1.25625397248e+11
0.188,0.094,99.719,0.0,0.0,0.0,2580836352.0,473444352.0,6476476416.0,1.2562577408e+11
0.031,0.031,99.937,0.0,0.0,0.0,2581266432.0,473444352.0,6476476416.0,1.25625344e+11
0.156,0.031,99.812,0.0,0.0,0.0,2580152320.0,473444352.0,6476488704.0,1.25626445824e+11
0.250,0.094,99.656,0.0,0.0,0.0,2578972672.0,473444352.0,6476488704.0,1.25627625472e+11
0.125,0.062,99.813,0.0,0.0,0.0,2578087936.0,473444352.0,6476488704.0,1.25628510208e+11
1.223,0.251,98.526,0.0,0.0,0.0,2577457152.0,473444352.0,6476492800.0,1.25629136896e+11
1.378,0.188,98.402,0.0,0.0,0.031,2577698816.0,473444352.0,6476505088.0,1.25628882944e+11
0.063,0.0,99.937,0.0,0.0,0.0,2578915328.0,473444352.0,6476570624.0,1.25627600896e+11
0.156,0.125,99.718,0.0,0.0,0.0,2578755584.0,473444352.0,6476587008.0,1.25627744256e+11
0.156,0.094,99.750,0.0,0.0,0.0,2578829312.0,473444352.0,6476607488.0,1.25627650048e+11
0.125,0.031,99.844,0.0,0.0,0.0,2578714624.0,473444352.0,6476611584.0,1.2562776064e+11
0.250,0.125,99.625,0.0,0.0,0.0,2577383424.0,473444352.0,6476615680.0,1.25629087744e+11
0.156,0.094,99.750,0.0,0.0,0.0,2577031168.0,473444352.0,6476632064.0,1.25629423616e+11
0.406,0.094,99.500,0.0,0.0,0.0,2576224256.0,473444352.0,6476632064.0,1.25630230528e+11
0.063,0.063,99.875,0.0,0.0,0.0,2576097280.0,473444352.0,6476632064.0,1.25630357504e+11
0.250,0.156,99.594,0.0,0.0,0.0,2575822848.0,473448448.0,6476627968.0,1.25630631936e+11
0.156,0.094,99.750,0.0,0.0,0.0,2575941632.0,473448448.0,6476627968.0,1.25630513152e+11
